Aggregate rating,Restaurant ID,Country Code,City,Locality,Locality Verbose,Longitude,Latitude,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Restaurant_Name_Length,Name_Word_Count,Name_Has_Number,Name_Uppercase_Ratio,Address_Length,Address_Word_Count,Has_Any_Service,Service_Count,City_Freq_Encoded,Country Code_Freq_Encoded,Cuisines_Freq_Encoded,Rating_Category,High_Rating,Location_Density,Distance_From_Center,Price_Rating_Interaction,Cuisine_Count,Has_North_Indian,Has_Chinese,Has_Fast_Food,Has_Mughlai,Has_Italian
4.3,17060320,216,Orlando,Disney: Downtown Disney,"Disney: Downtown Disney, Orlando",-81.517725,28.371338,50,Dollar($),0,0,No,No,4,4.3,Green,Very Good,782,36,6,0,1.0,52,10,0,0,20,434,1.0,Excellent,1,1,160.66898472713913,17.2,1.0,0,0,0,0,0
4.6,17057925,216,Orlando,I-Drive/Universal,"I-Drive/Universal, Orlando",-81.469986,28.440344,40,Dollar($),0,0,No,No,3,4.6,Dark Green,Excellent,1293,17,4,0,1.0,43,6,0,0,20,434,1.0,Excellent,1,1,160.6246579213532,13.799999999999999,2.0,0,0,0,0,0
4.6,17060869,216,Orlando,I-Drive/Universal,"I-Drive/Universal, Orlando",-81.4510725,28.4676808,100,Dollar($),0,0,No,No,4,4.6,Dark Green,Excellent,2324,15,3,0,1.0,43,6,0,0,20,434,1.0,Excellent,1,1,160.60710490781386,18.4,2.0,0,0,0,0,0
4.3,17057591,216,Orlando,I-Drive/Universal,"I-Drive/Universal, Orlando",-81.471526,28.437065,45,Dollar($),0,0,No,No,3,4.3,Green,Very Good,910,27,4,0,1.0,43,6,0,0,20,434,1.0,Excellent,1,1,160.62603593587403,12.899999999999999,1.0,0,0,0,0,0
4.4,17059541,216,Orlando,I-Drive/Universal,"I-Drive/Universal, Orlando",-81.471447,28.433235,50,Dollar($),0,0,No,No,4,4.4,Green,Very Good,886,23,3,0,1.0,42,5,0,0,20,434,54.0,Excellent,1,1,160.6257700567771,17.6,1.0,0,0,0,0,1
4.6,17064266,216,Orlando,Mills 50,"Mills 50, Orlando",-81.364347,28.560505,35,Dollar($),0,0,No,No,3,4.6,Dark Green,Excellent,1293,25,4,0,1.0,38,7,0,0,20,434,3.0,Excellent,1,1,160.52506381405686,13.799999999999999,2.0,0,0,0,0,0
4.4,17064405,216,Orlando,Mills 50,"Mills 50, Orlando",-81.364547,28.557845,10,Dollar($),0,0,No,No,1,4.4,Green,Very Good,570,22,5,0,1.0,41,7,0,0,20,434,1.0,Excellent,1,1,160.52513157483733,4.4,3.0,0,0,0,0,0
4.4,17060516,216,Orlando,Restaurant Row,"Restaurant Row, Orlando",-81.487978,28.448175,60,Dollar($),0,0,No,No,4,4.4,Green,Very Good,1685,22,4,1,1.0,43,8,0,0,20,434,31.0,Excellent,1,1,160.6430111411527,17.6,1.0,0,0,0,0,0
4.8,17059012,216,Orlando,Sanford,"Sanford, Orlando",-81.266871,28.811653,40,Dollar($),0,0,No,No,3,4.8,Dark Green,Excellent,1699,30,4,0,1.0,38,7,0,0,20,434,3.0,Excellent,1,1,160.44037604737358,14.399999999999999,1.0,0,0,0,0,0
4.9,17061296,216,Orlando,The Milk District,"The Milk District, Orlando",-81.351467,28.543571,25,Dollar($),0,0,No,No,2,4.9,Dark Green,Excellent,1457,35,5,0,1.0,40,7,0,0,20,434,1.0,Excellent,1,1,160.5113600824793,9.8,3.0,0,0,0,0,0
4.9,17061205,216,Orlando,Windermere,"Windermere, Orlando",-81.522987,28.527592,35,Dollar($),0,0,No,No,3,4.9,Dark Green,Excellent,1252,15,3,0,1.0,34,5,0,0,20,434,1.0,Excellent,1,1,160.6818800252363,14.700000000000001,3.0,0,0,0,0,0
4.7,17064031,216,Orlando,Winter Park,"Winter Park, Orlando",-81.322631,28.601088,25,Dollar($),0,0,No,No,2,4.7,Dark Green,Excellent,1412,27,4,0,1.0,40,7,0,0,20,434,1.0,Excellent,1,1,160.48541899666304,9.4,1.0,0,0,0,0,0
3.6,17066603,216,Orlando,Winter Park,"Winter Park, Orlando",-81.357219,28.597366,25,Dollar($),0,0,No,No,2,3.6,Yellow,Good,432,8,2,0,1.0,44,8,0,0,20,434,1.0,Good,0,1,160.51977830041295,7.2,3.0,0,0,0,0,0
4.2,17057797,216,Orlando,Winter Park,"Winter Park, Orlando",-81.3508344,28.5976271,40,Dollar($),0,0,No,No,3,4.2,Green,Very Good,568,26,3,0,1.0,37,8,0,0,20,434,1.0,Excellent,1,1,160.51341466150376,12.600000000000001,2.0,0,0,0,0,0
4.4,17061253,216,Orlando,Winter Park,"Winter Park, Orlando",-81.352921,28.592857,25,Dollar($),0,0,No,No,2,4.4,Green,Very Good,797,19,3,0,1.0,50,9,0,0,20,434,1.0,Excellent,1,1,160.51526088074831,8.8,3.0,0,0,0,0,0
4.4,17059060,216,Orlando,Winter Park,"Winter Park, Orlando",-81.36526,28.596682,40,Dollar($),0,0,No,No,3,4.4,Green,Very Good,1158,9,1,0,1.0,47,8,0,0,20,434,,Excellent,1,1,160.52777519755867,13.200000000000001,,0,0,0,0,0
4.4,17061231,216,Orlando,Winter Park,"Winter Park, Orlando",-81.356024,28.593297,40,Dollar($),0,0,No,No,3,4.4,Green,Very Good,1998,16,3,0,1.0,45,8,0,0,20,434,1.0,Excellent,1,1,160.51838195259816,13.200000000000001,1.0,0,0,0,0,0
4.4,16613649,14,Palm Cove,Palm Cove,"Palm Cove, Palm Cove",145.670768,-16.748083,30,Dollar($),0,0,No,No,3,4.4,Green,Very Good,381,18,4,0,1.0,37,6,0,0,1,24,1.0,Excellent,1,1,76.44833818157537,13.200000000000001,2.0,0,0,0,0,0
2.6,18255631,14,Paynesville,Paynesville,"Paynesville, Paynesville",147.7227832,-37.9194154,120,Dollar($),0,0,No,No,4,2.6,Orange,Average,16,7,2,1,1.0,29,4,0,0,1,24,2.0,Average,0,1,90.28679976326195,10.4,1.0,0,0,0,0,0
3.4,16608483,14,Penola,Penola,"Penola, Penola",140.837409,-37.379153,20,Dollar($),0,0,No,No,2,3.4,Orange,Average,19,6,1,0,1.0,24,5,0,0,1,24,1.0,Average,0,1,84.78977856410931,6.8,3.0,0,0,0,0,0
4.2,17580453,216,Pensacola,Navarre,"Navarre, Pensacola",-86.8573393,30.4025979,25,Dollar($),0,0,No,No,2,4.2,Green,Very Good,635,26,4,0,1.0,38,7,0,0,20,434,1.0,Excellent,1,1,166.11010276175827,8.4,3.0,0,0,0,0,0
4.9,17580142,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.2027,30.4179,40,Dollar($),0,0,No,No,3,4.9,Dark Green,Excellent,2238,29,5,0,1.0,41,7,0,0,20,434,1.0,Excellent,1,1,166.45576448113772,14.700000000000001,3.0,0,0,0,0,0
4.6,17580160,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.1819,30.4251,10,Dollar($),0,0,No,No,1,4.6,Dark Green,Excellent,792,26,5,0,1.0,40,7,0,0,20,434,5.0,Excellent,1,1,166.43542589545052,4.6,3.0,0,0,0,0,1
4.5,17580349,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.2216,30.4982,10,Dollar($),0,0,No,No,1,4.5,Dark Green,Excellent,828,27,3,0,1.0,37,7,0,0,20,434,2.0,Excellent,1,1,166.47938959673058,4.5,2.0,0,0,0,0,0
3.7,17580412,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.205855,30.417318,40,Dollar($),0,0,No,No,3,3.7,Yellow,Good,292,24,3,0,1.0,37,7,0,0,20,434,1.0,Good,0,1,166.4588796335598,11.100000000000001,3.0,0,0,0,0,1
3.9,17580590,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.213274,30.403034,25,Dollar($),0,0,No,No,2,3.9,Yellow,Good,502,30,5,0,1.0,38,6,0,0,20,434,2.0,Good,0,1,166.46544337730228,7.8,1.0,0,0,0,0,0
3.7,17580704,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.2150874,30.4116106,25,Dollar($),0,0,No,No,2,3.7,Yellow,Good,559,11,3,0,1.0,31,6,0,0,20,434,2.0,Good,0,1,166.4677592354272,7.4,2.0,0,0,0,0,0
4.2,17579928,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.2080932,30.4473322,25,Dollar($),0,0,No,No,2,4.2,Green,Very Good,1268,18,3,0,1.0,36,7,0,0,20,434,2.0,Excellent,1,1,166.46288790180026,8.4,3.0,0,0,0,0,0
4.1,17579992,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.2092,30.4101,40,Dollar($),0,0,No,No,3,4.1,Green,Very Good,669,11,2,0,1.0,41,7,0,0,20,434,2.0,Excellent,1,1,166.46179299578029,12.299999999999999,2.0,0,0,0,0,0
4.4,17580030,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.2153054,30.411878,40,Dollar($),0,0,No,No,3,4.4,Green,Very Good,900,12,2,0,1.0,40,7,0,0,20,434,1.0,Excellent,1,1,166.46799262682384,13.200000000000001,3.0,0,0,0,0,0
4.3,17580074,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.2252,30.4767,25,Dollar($),0,0,No,No,2,4.3,Green,Very Good,765,7,1,0,1.0,43,9,0,0,20,434,18.0,Excellent,1,1,166.48170551327857,8.6,2.0,0,0,0,0,0
4.0,17580020,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.211082,30.407358,40,Dollar($),0,0,No,No,3,4.0,Green,Very Good,1270,14,3,0,1.0,38,7,0,0,20,434,1.0,Good,1,1,166.46351004672854,12.0,3.0,0,0,0,0,0
4.1,17580350,216,Pensacola,Pensacola,"Pensacola, Pensacola",-87.214,30.4692,25,Dollar($),0,0,No,No,2,4.1,Green,Very Good,502,11,2,0,1.0,35,7,0,0,20,434,3.0,Excellent,1,1,166.47008017616858,8.2,3.0,0,0,0,0,1
3.9,17580408,216,Pensacola,Pensacola Beach,"Pensacola Beach, Pensacola",-87.143,30.3359,40,Dollar($),0,0,No,No,3,3.9,Yellow,Good,724,23,3,0,1.0,50,8,0,0,20,434,14.0,Good,0,1,166.39134735811837,11.7,1.0,0,0,0,0,0
3.5,17579653,216,Pensacola,Pensacola Beach,"Pensacola Beach, Pensacola",-87.142602,30.335521,40,Dollar($),0,0,No,No,3,3.5,Yellow,Good,479,24,3,0,1.0,50,8,0,0,20,434,1.0,Average,0,1,166.3909278508538,10.5,3.0,0,0,0,0,0
4.2,17580476,216,Pensacola,Pensacola Beach,"Pensacola Beach, Pensacola",-87.132932,30.334776,25,Dollar($),0,0,No,No,2,4.2,Green,Very Good,591,11,2,0,1.0,46,10,0,0,20,434,3.0,Excellent,1,1,166.38123082069683,8.4,2.0,0,0,0,0,0
4.4,17580422,216,Pensacola,Pensacola Beach,"Pensacola Beach, Pensacola",-87.164376,30.327864,40,Dollar($),0,0,No,No,3,4.4,Green,Very Good,1408,14,3,0,1.0,47,8,0,0,20,434,1.0,Excellent,1,1,166.41221643845464,13.200000000000001,3.0,0,0,0,0,0
4.3,17580539,216,Pensacola,Pensacola Beach,"Pensacola Beach, Pensacola",-87.149178,30.34262,40,Dollar($),0,0,No,No,3,4.3,Green,Very Good,905,16,3,0,1.0,56,8,0,0,20,434,1.0,Excellent,1,1,166.3979083361461,12.899999999999999,2.0,0,0,0,0,0
4.7,17580511,216,Pensacola,Perdido Key,"Perdido Key, Pensacola",-87.4218962,30.3199824,10,Dollar($),0,0,No,No,1,4.7,Dark Green,Excellent,816,38,5,0,1.0,41,6,0,0,20,434,1.0,Excellent,1,1,166.66883624673235,4.7,1.0,0,0,0,0,0
4.4,17580021,216,Pensacola,Perdido Key,"Perdido Key, Pensacola",-87.427707,30.308468,40,Dollar($),0,0,No,No,3,4.4,Green,Very Good,747,18,2,0,1.0,41,7,0,0,20,434,2.0,Excellent,1,1,166.67396561887603,13.200000000000001,3.0,0,0,0,0,0
3.7,16604370,14,Phillip Island,Phillip Island,"Phillip Island, Phillip Island",145.237813,-38.448307,20,Dollar($),0,0,No,No,2,3.7,Yellow,Good,351,14,3,0,1.0,30,5,0,0,1,24,1.0,Good,0,1,88.75991597419196,7.4,3.0,0,0,0,0,0
3.7,17582467,216,Pocatello,Blackfoot,"Blackfoot, Pocatello",-112.3415,43.1903,10,Dollar($),0,0,No,No,1,3.7,Yellow,Good,104,13,2,0,1.0,35,7,0,0,20,434,43.0,Good,0,1,192.6343162339462,3.7,2.0,0,0,1,0,0
3.5,17582668,216,Pocatello,Chubbuck,"Chubbuck, Pocatello",-112.461326,42.910518,45,Dollar($),0,0,No,No,3,3.5,Yellow,Good,83,15,2,0,1.0,39,6,0,0,20,434,4.0,Average,0,1,192.72071675184327,10.5,3.0,0,0,0,0,0
3.6,17582498,216,Pocatello,Lava Hot Springs,"Lava Hot Springs, Pocatello",-112.0132,42.62,10,Dollar($),0,0,No,No,1,3.6,Yellow,Good,91,14,2,0,1.0,41,9,0,0,20,434,3.0,Good,0,1,192.24210949451216,3.6,2.0,0,0,0,0,0
3.6,17582499,216,Pocatello,Lava Hot Springs,"Lava Hot Springs, Pocatello",-112.0127,42.6192,0,Dollar($),0,0,No,No,1,3.6,Yellow,Good,59,11,2,0,1.0,40,9,0,0,20,434,3.0,Good,0,1,192.2415211280071,3.6,2.0,0,0,0,0,0
3.7,17582522,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.4423,42.8661,40,Dollar($),0,0,No,No,3,3.7,Yellow,Good,222,26,3,0,1.0,35,7,0,0,20,434,5.0,Good,0,1,192.6966797555163,11.100000000000001,3.0,0,0,0,0,1
3.6,17582524,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.4516,42.8919,30,Dollar($),0,0,No,No,3,3.6,Yellow,Good,121,11,1,0,1.0,43,6,0,0,20,434,7.0,Good,0,1,192.70890102299376,10.8,2.0,0,0,0,0,0
3.5,17582527,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.441,42.8928,10,Dollar($),0,0,No,No,1,3.5,Yellow,Good,93,12,2,0,1.0,51,9,0,0,20,434,354.0,Average,0,1,192.69847637181775,3.5,1.0,0,1,0,0,0
3.8,17582551,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.4397,42.8631,10,Dollar($),0,0,No,No,1,3.8,Yellow,Good,136,20,3,0,1.0,34,7,0,0,20,434,2.0,Good,0,1,192.6937504516428,3.8,2.0,0,0,0,0,0
3.8,17582558,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.4365,42.8604,10,Dollar($),0,0,No,No,1,3.8,Yellow,Good,160,12,2,0,1.0,34,7,0,0,20,434,5.0,Good,0,1,192.69025987125036,3.8,2.0,0,0,0,0,0
3.7,17582560,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.4524,42.8639,25,Dollar($),0,0,No,No,2,3.7,Yellow,Good,152,22,3,0,1.0,34,7,0,0,20,434,1.0,Good,0,1,192.70645781117457,7.4,2.0,0,0,0,0,0
3.5,17582677,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.459988,42.878077,10,Dollar($),0,0,No,No,1,3.5,Yellow,Good,57,21,4,0,1.0,37,6,0,0,20,434,2.0,Average,0,1,192.7156337937809,3.5,3.0,0,0,0,0,0
3.7,17582670,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.443213,42.860024,25,Dollar($),0,0,No,No,2,3.7,Yellow,Good,191,23,3,0,1.0,30,6,0,0,20,434,1.0,Good,0,1,192.69688445390534,7.4,2.0,0,0,0,0,0
3.6,17582625,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.432,42.9012,40,Dollar($),0,0,No,No,3,3.6,Yellow,Good,85,29,4,0,1.0,34,6,0,0,20,434,8.0,Good,0,1,192.69050911308526,10.8,3.0,0,0,0,0,0
3.6,17582627,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.4433,42.8942,0,Dollar($),0,0,No,No,1,3.6,Yellow,Good,108,13,2,0,1.0,34,6,0,0,20,434,36.0,Good,0,1,192.70092293159885,3.6,1.0,0,0,0,0,0
3.6,17582700,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.452013,42.88245,25,Dollar($),0,0,No,No,2,3.6,Yellow,Good,132,12,2,0,1.0,40,6,0,0,20,434,1.0,Good,0,1,192.7082180275664,7.2,3.0,0,0,0,0,0
3.8,17582664,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.45253,42.863969,25,Dollar($),0,0,No,No,2,3.8,Yellow,Good,141,20,4,0,1.0,38,7,0,0,20,434,1.0,Good,0,1,192.70659491417845,7.6,3.0,0,0,0,0,0
3.7,17582682,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.450106,42.861871,25,Dollar($),0,0,No,No,2,3.7,Yellow,Good,162,13,2,0,1.0,32,6,0,0,20,434,1.0,Good,0,1,192.70394470700717,7.4,2.0,0,0,0,0,0
3.6,17582669,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.4413856,42.8585987,40,Dollar($),0,0,No,No,3,3.6,Yellow,Good,144,10,2,0,1.0,37,7,0,0,20,434,1.0,Good,0,1,192.69490460354066,10.8,1.0,0,0,0,0,0
0.0,18491935,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.44853,42.891174,25,Dollar($),0,0,No,No,2,0.0,White,Not rated,1,10,2,0,1.0,28,6,0,0,20,434,1.0,,0,1,192.70576763923174,0.0,2.0,0,0,0,0,0
4.1,17582546,216,Pocatello,Pocatello,"Pocatello, Pocatello",-112.4419,42.8774,10,Dollar($),0,0,No,No,1,4.1,Green,Very Good,365,12,2,0,1.0,38,6,0,0,20,434,36.0,Excellent,1,1,192.69758885032786,4.1,1.0,0,0,0,0,0
3.3,17629582,216,Potrero,Potrero,"Potrero, Potrero",-116.704731,32.613431,25,Dollar($),0,0,No,No,2,3.3,Orange,Average,9,21,3,0,1.0,39,7,0,0,1,434,2.0,Average,0,1,196.0364653692382,6.6,3.0,0,0,0,0,0
4.0,17211719,216,Princeton,Princeton,"Princeton, Princeton",-74.651139,40.352385,70,Dollar($),0,0,No,No,4,4.0,Green,Very Good,542,16,3,0,1.0,34,6,0,0,1,434,14.0,Good,1,1,154.8795616303931,16.0,1.0,0,0,0,0,0
4.5,17144717,216,Rest of Hawaii,Kahuku,"Kahuku, Rest of Hawaii",-157.948486,21.677078,25,Dollar($),0,0,No,No,2,4.5,Dark Green,Excellent,691,23,3,0,1.0,39,6,0,0,20,434,14.0,Excellent,1,1,236.9138630902208,9.0,1.0,0,0,0,0,0
4.7,17143970,216,Rest of Hawaii,Kailua Kona,"Kailua Kona, Rest of Hawaii",-155.997362,19.642752,35,Dollar($),0,0,No,No,3,4.7,Dark Green,Excellent,764,20,3,0,1.0,46,7,0,0,20,434,3.0,Excellent,1,1,234.96218636454535,14.100000000000001,3.0,0,0,0,0,0
4.7,17142698,216,Rest of Hawaii,Kaimuki,"Kaimuki, Rest of Hawaii",-157.813432,21.284586,10,Dollar($),0,0,No,No,1,4.7,Dark Green,Excellent,707,16,2,0,1.0,36,6,0,0,20,434,,Excellent,1,1,236.7773399606458,4.7,,0,0,0,0,0
4.5,17144991,216,Rest of Hawaii,Kihei,"Kihei, Rest of Hawaii",-156.455284,20.748838,30,Dollar($),0,0,No,No,3,4.5,Dark Green,Excellent,487,18,3,0,1.0,34,7,0,0,20,434,14.0,Excellent,1,1,235.41823511711428,13.5,1.0,0,0,0,0,0
4.5,17142519,216,Rest of Hawaii,Kihei,"Kihei, Rest of Hawaii",-156.451847,20.731487,10,Dollar($),0,0,No,No,1,4.5,Dark Green,Excellent,695,11,2,0,1.0,34,7,0,0,20,434,1.0,Excellent,1,1,235.41478732299583,4.5,2.0,0,0,0,0,0
4.2,17145408,216,Rest of Hawaii,Kihei,"Kihei, Rest of Hawaii",-156.4309473,20.6883746,40,Dollar($),0,0,No,No,3,4.2,Green,Very Good,485,29,4,0,1.0,59,10,0,0,20,434,6.0,Excellent,1,1,235.39386633889933,12.600000000000001,1.0,0,0,0,0,0
4.2,17143336,216,Rest of Hawaii,Kihei,"Kihei, Rest of Hawaii",-156.452556,20.733554,40,Dollar($),0,0,No,No,3,4.2,Green,Very Good,807,37,6,0,1.0,32,7,0,0,20,434,1.0,Excellent,1,1,235.41549754174903,12.600000000000001,3.0,0,0,0,0,0
4.6,17145077,216,Rest of Hawaii,Lahaina,"Lahaina, Rest of Hawaii",-156.674835,20.885226,10,Dollar($),0,0,No,No,1,4.6,Dark Green,Excellent,723,11,2,0,1.0,33,6,0,0,20,434,18.0,Excellent,1,1,235.6379153348181,4.6,1.0,0,0,0,0,0
4.2,17141447,216,Rest of Hawaii,Lahaina,"Lahaina, Rest of Hawaii",-156.684967,20.886564,10,Dollar($),0,0,No,No,1,4.2,Green,Very Good,874,17,3,0,1.0,32,6,0,0,20,434,1.0,Excellent,1,1,235.64804898613565,4.2,3.0,0,0,0,0,0
4.4,17142096,216,Rest of Hawaii,Lahaina,"Lahaina, Rest of Hawaii",-156.667037,20.992316,25,Dollar($),0,0,No,No,2,4.4,Green,Very Good,552,6,1,0,1.0,45,7,0,0,20,434,3.0,Excellent,1,1,235.63027416980913,8.8,2.0,0,0,0,0,0
4.3,17142297,216,Rest of Hawaii,Lahaina,"Lahaina, Rest of Hawaii",-156.693821,20.921347,40,Dollar($),0,0,No,No,3,4.3,Green,Very Good,1056,10,2,0,1.0,38,6,0,0,20,434,3.0,Excellent,1,1,235.65694877305964,12.899999999999999,3.0,0,0,0,0,0
4.3,17142535,216,Rest of Hawaii,Lahaina,"Lahaina, Rest of Hawaii",-156.680666,20.876127,40,Dollar($),0,0,No,No,3,4.3,Green,Very Good,707,6,1,0,1.0,31,6,0,0,20,434,3.0,Excellent,1,1,235.64373524922468,12.899999999999999,3.0,0,0,0,0,0
4.9,17142792,216,Rest of Hawaii,Paia,"Paia, Rest of Hawaii",-156.366445,20.929622,70,Dollar($),0,0,No,No,4,4.9,Dark Green,Excellent,1343,17,3,0,1.0,27,6,0,0,20,434,1.0,Excellent,1,1,235.3295847566113,19.6,2.0,0,0,0,0,0
4.9,17145495,216,Rest of Hawaii,Waikiki,"Waikiki, Rest of Hawaii",-157.825979,21.279476,10,Dollar($),0,0,No,No,1,4.9,Dark Green,Excellent,602,13,2,0,1.0,37,6,0,0,20,434,17.0,Excellent,1,1,236.7898720528368,4.9,1.0,0,0,0,0,0
4.6,17143950,216,Rest of Hawaii,Waikiki,"Waikiki, Rest of Hawaii",-157.8312476,21.2794952,40,Dollar($),0,0,No,No,3,4.6,Dark Green,Excellent,1078,10,2,0,1.0,33,6,0,0,20,434,1.0,Excellent,1,1,236.79514068634714,13.799999999999999,3.0,0,0,0,0,0
3.9,17142747,216,Rest of Hawaii,Waikiki,"Waikiki, Rest of Hawaii",-157.822716,21.271826,25,Dollar($),0,0,No,No,2,3.9,Yellow,Good,232,14,2,0,1.0,37,6,0,0,20,434,31.0,Good,0,1,236.78658703434056,7.8,1.0,0,0,0,0,0
4.4,17141990,216,Rest of Hawaii,Waikiki,"Waikiki, Rest of Hawaii",-157.827196,21.277583,70,Dollar($),0,0,No,No,4,4.4,Green,Very Good,1492,14,2,0,1.0,37,6,0,0,20,434,3.0,Excellent,1,1,236.79108357293967,17.6,3.0,0,0,0,0,0
4.0,17144732,216,Rest of Hawaii,Waikiki,"Waikiki, Rest of Hawaii",-157.831538,21.280663,10,Dollar($),0,0,No,No,1,4.0,Green,Very Good,535,14,3,0,1.0,37,6,0,0,20,434,4.0,Good,1,1,236.79543447013336,4.0,1.0,0,0,0,0,0
4.2,17143282,216,Rest of Hawaii,Waikiki,"Waikiki, Rest of Hawaii",-157.831176,21.279154,70,Dollar($),0,0,No,No,4,4.2,Green,Very Good,531,5,1,0,1.0,33,6,0,0,20,434,1.0,Excellent,1,1,236.7950680987252,16.8,3.0,0,0,0,0,0
4.2,17143705,216,Rest of Hawaii,Waikiki,"Waikiki, Rest of Hawaii",-157.836031,21.285396,25,Dollar($),0,0,No,No,2,4.2,Green,Very Good,694,20,3,0,1.0,39,7,0,0,20,434,1.0,Excellent,1,1,236.7999412290872,8.4,3.0,0,0,0,0,0
3.3,17615915,216,Savannah,Savannah,"Savannah, Savannah",-81.0954,32.0804,40,Dollar($),0,0,No,No,3,3.3,Orange,Average,1201,15,4,0,1.0,37,7,0,0,20,434,4.0,Average,0,1,160.4699463319534,9.899999999999999,1.0,0,0,0,0,0
4.7,17616487,216,Savannah,Savannah,"Savannah, Savannah",-81.096647,32.052858,40,Dollar($),0,0,No,No,3,4.7,Dark Green,Excellent,906,15,3,0,1.0,41,6,0,0,20,434,6.0,Excellent,1,1,160.46922099865188,14.100000000000001,1.0,0,0,0,0,0
4.6,17615924,216,Savannah,Savannah,"Savannah, Savannah",-81.0894,32.0785,10,Dollar($),0,0,No,No,1,4.6,Dark Green,Excellent,880,19,3,0,1.0,42,7,0,0,20,434,1.0,Excellent,1,1,160.4638257250836,4.6,3.0,0,0,0,0,0
4.5,17615979,216,Savannah,Savannah,"Savannah, Savannah",-81.0955,32.0727,40,Dollar($),0,0,No,No,3,4.5,Dark Green,Excellent,1014,24,4,0,1.0,34,7,0,0,20,434,4.0,Excellent,1,1,160.4694950810278,13.5,2.0,0,0,0,0,0
4.5,17616266,216,Savannah,Savannah,"Savannah, Savannah",-81.0911,32.0775,25,Dollar($),0,0,No,No,2,4.5,Dark Green,Excellent,796,7,1,0,1.0,37,7,0,0,20,434,1.0,Excellent,1,1,160.46544979664625,9.0,3.0,0,0,0,0,0
3.7,17615976,216,Savannah,Savannah,"Savannah, Savannah",-81.0916,32.0809,25,Dollar($),0,0,No,No,2,3.7,Yellow,Good,747,26,4,0,1.0,31,7,0,0,20,434,1.0,Good,0,1,160.4661918725873,7.4,3.0,0,0,0,0,0
3.8,17616025,216,Savannah,Savannah,"Savannah, Savannah",-81.0844,32.0782,40,Dollar($),0,0,No,No,3,3.8,Yellow,Good,566,25,3,0,1.0,33,7,0,0,20,434,8.0,Good,0,1,160.45881707634518,11.399999999999999,3.0,0,0,0,0,0
4.1,17615597,216,Savannah,Savannah,"Savannah, Savannah",-81.0875,32.0798,25,Dollar($),0,0,No,No,2,4.1,Green,Very Good,683,19,3,0,1.0,32,7,0,0,20,434,7.0,Excellent,1,1,160.4620236484945,8.2,2.0,0,0,0,0,0
4.4,17615740,216,Savannah,Savannah,"Savannah, Savannah",-81.0979,32.0735,25,Dollar($),0,0,No,No,2,4.4,Green,Very Good,690,19,3,0,1.0,34,7,0,0,20,434,4.0,Excellent,1,1,160.47194616094117,8.8,2.0,0,0,0,0,0
4.2,17616203,216,Savannah,Savannah,"Savannah, Savannah",-81.0941,32.0801,10,Dollar($),0,0,No,No,1,4.2,Green,Very Good,680,30,5,0,1.0,33,6,0,0,20,434,1.0,Excellent,1,1,160.46862819242895,4.2,2.0,0,0,0,0,0
4.1,17616590,216,Savannah,Savannah,"Savannah, Savannah",-81.0905213,32.0794767,10,Dollar($),0,0,No,No,1,4.1,Green,Very Good,287,7,1,0,1.0,33,6,0,0,20,434,7.0,Excellent,1,1,160.4650140567643,4.1,2.0,0,0,0,0,0
4.1,17615855,216,Savannah,Savannah,"Savannah, Savannah",-81.0897,32.0812,40,Dollar($),0,0,No,No,3,4.1,Green,Very Good,802,19,4,0,1.0,34,7,0,0,20,434,1.0,Excellent,1,1,160.46431822374095,12.299999999999999,2.0,0,0,0,0,0
4.3,17616348,216,Savannah,Savannah,"Savannah, Savannah",-81.091482,32.074495,25,Dollar($),0,0,No,No,2,4.3,Green,Very Good,710,16,2,0,1.0,34,6,0,0,20,434,1.0,Excellent,1,1,160.46561579115306,8.6,3.0,0,0,0,0,0
